"","ProbeID","Codeset.Name","Probe.Label","Analyte.Type","Is.Control","Control.Type","Probe.Annotation","KEGG.Pathways","Cell.Type","Official.Gene.Name","probeLabel.Type","below.threshold"
"SYT13 - mRNA","NM_001247987.2:848","NS_HS_GLIAL_V1.0","SYT13","mRNA",0,"","Cytoskeletal Dynamics","","","SYT13","SYT13 - mRNA","False"
"KCNQ5 - mRNA","NM_001160132.1:1385","NS_HS_GLIAL_V1.0","KCNQ5","mRNA",0,"","Ion Transport;Cholinergic Synapse","hsa04725","","KCNQ5","KCNQ5 - mRNA","False"
"ELOC - mRNA","NM_001204857.1:124","NS_HS_GLIAL_V1.0","ELOC","mRNA",0,"","Hypoxia;Antigen Processing and Presentation","hsa04066;hsa04120;hsa05200;hsa05211","","ELOC","ELOC - mRNA","False"
"JUN - mRNA","NM_002228.3:1952","NS_HS_GLIAL_V1.0","JUN","mRNA",0,"","Wnt Signaling;T-cell signaling;Neurogenesis;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);MAPK & PI3K","hsa04010;hsa04012;hsa04024;hsa04310;hsa04380;hsa04510;hsa04620;hsa04660;hsa04662;hsa04668;hsa04722;hsa04912;hsa04915;hsa04921;hsa04932;hsa04933;hsa05030;hsa05031;hsa05120;hsa05132;hsa05133;hsa05140;hsa05142;hsa05161;hsa05164;hsa05166;hsa05168;hsa05169;hsa05200;hsa05203;hsa05210;hsa05211;hsa05231;hsa05321;hsa05323","","JUN","JUN - mRNA","False"
"BHLHE40 - mRNA","NM_003670.2:716","NS_HS_GLIAL_V1.0","BHLHE40","mRNA",0,"","Microglia Neurodegenerative Phenotype (MGnD);Circadian Signaling","hsa04710","","BHLHE40","BHLHE40 - mRNA","False"
"C1QBP - mRNA","NM_001212.3:745","NS_HS_GLIAL_V1.0","C1QBP","mRNA",0,"","Apoptosis;A1 Astrocyte","hsa05168","","C1QBP","C1QBP - mRNA","False"
"PRKDC - mRNA","NM_001081640.1:2762","NS_HS_GLIAL_V1.0","PRKDC","mRNA",0,"","Cell Cycle","hsa04110","","PRKDC","PRKDC - mRNA","False"
"KHSRP - mRNA","NM_001366299.1:900","NS_HS_GLIAL_V1.0","KHSRP","mRNA",0,"","Proteotoxic Stress","","","KHSRP","KHSRP - mRNA","False"
"SLC9B2 - mRNA","NM_178833.4:1448","NS_HS_GLIAL_V1.0","SLC9B2","mRNA",0,"","Ion Transport","","","SLC9B2","SLC9B2 - mRNA","False"
"BTRC - mRNA","NM_001256856.1:1004","NS_HS_GLIAL_V1.0","BTRC","mRNA",0,"","Wnt Signaling;T-cell signaling;Antigen Processing and Presentation","hsa04114;hsa04120;hsa04310;hsa04390;hsa04710;hsa05131","","BTRC","BTRC - mRNA","False"
"LAMTOR3 - mRNA","NM_001243736.1:486","NS_HS_GLIAL_V1.0","LAMTOR3","mRNA",0,"","Autophagy","hsa04010","","LAMTOR3","LAMTOR3 - mRNA","False"
"CSNK2A1/3 - mRNA","NM_001895.4:689","NS_HS_GLIAL_V1.0","CSNK2A1/3","mRNA",0,"","Wnt Signaling;NF-kappaB Signaling","hsa04064;hsa04310;hsa04520;hsa04530;hsa05162;hsa05168;hsa05169","","CSNK2A1","CSNK2A1/3 - mRNA","False"
"IFNAR1 - mRNA","NM_000629.2:782","NS_HS_GLIAL_V1.0","IFNAR1","mRNA",0,"","Interferon Signaling","hsa04060;hsa04151;hsa04380;hsa04620;hsa04630;hsa04650;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168","","IFNAR1","IFNAR1 - mRNA","False"
"ADAR - mRNA","NM_001025107.1:3530","NS_HS_GLIAL_V1.0","ADAR","mRNA",0,"","Interferon Signaling","hsa04623;hsa05162;hsa05164","","ADAR","ADAR - mRNA","False"
"KPNA1 - mRNA","NM_002264.2:1420","NS_HS_GLIAL_V1.0","KPNA1","mRNA",0,"","Interferon Signaling;Apoptosis","hsa05164","","KPNA1","KPNA1 - mRNA","False"
"PSMC6 - mRNA","NM_002806.3:412","NS_HS_GLIAL_V1.0","PSMC6","mRNA",0,"","Antigen Processing and Presentation","hsa03050;hsa05169","","PSMC6","PSMC6 - mRNA","False"
"GPHN - mRNA","NM_020806.4:1145","NS_HS_GLIAL_V1.0","GPHN","mRNA",0,"","GABAergic Synapse","hsa04727","","GPHN","GPHN - mRNA","False"
"ABI2 - mRNA","NM_005759.5:1160","NS_HS_GLIAL_V1.0","ABI2","mRNA",0,"","Neurogenesis;Angiogenesis","hsa04810","","ABI2","ABI2 - mRNA","False"
"BRAF - mRNA","NM_004333.3:565","NS_HS_GLIAL_V1.0","BRAF","mRNA",0,"","MAPK & PI3K","hsa04010;hsa04012;hsa04015;hsa04024;hsa04062;hsa04068;hsa04150;hsa04270;hsa04510;hsa04650;hsa04720;hsa04722;hsa04726;hsa04730;hsa04810;hsa04910;hsa04914;hsa05034;hsa05160;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223","","BRAF","BRAF - mRNA","False"
"BECN1 - mRNA","NM_003766.2:810","NS_HS_GLIAL_V1.0","BECN1","mRNA",0,"","Autophagy","hsa04140","","BECN1","BECN1 - mRNA","False"
"PTK2 - mRNA","NM_005607.5:2431","NS_HS_GLIAL_V1.0","PTK2","mRNA",0,"","Cell Migration","hsa04012;hsa04062;hsa04151;hsa04360;hsa04370;hsa04510;hsa04670;hsa04810;hsa05100;hsa05146;hsa05200;hsa05202;hsa05205;hsa05222","","PTK2","PTK2 - mRNA","False"
"SLC12A2 - mRNA","NM_001046.2:1255","NS_HS_GLIAL_V1.0","SLC12A2","mRNA",0,"","Ion Transport","hsa04970;hsa04972;hsa05110","","SLC12A2","SLC12A2 - mRNA","False"
"DMD - mRNA","NM_004014.2:1334","NS_HS_GLIAL_V1.0","DMD","mRNA",0,"","Neurogenesis;Cytoskeletal Dynamics;Blood Brain Barrier","hsa05410;hsa05412;hsa05414;hsa05416","","DMD","DMD - mRNA","False"
"FBXL3 - mRNA","NM_012158.2:1565","NS_HS_GLIAL_V1.0","FBXL3","mRNA",0,"","Circadian Signaling;Antigen Processing and Presentation","hsa04710","","FBXL3","FBXL3 - mRNA","False"
"ADH5 - mRNA","NM_000671.3:832","NS_HS_GLIAL_V1.0","ADH5","mRNA",0,"","Lipid Metabolism","hsa00010;hsa00071","","ADH5","ADH5 - mRNA","False"
"ARL6IP5 - mRNA","NM_006407.4:210","NS_HS_GLIAL_V1.0","ARL6IP5","mRNA",0,"","Glutamatergic Synapse","","","ARL6IP5","ARL6IP5 - mRNA","False"
"CLTA - mRNA","NM_001184762.1:421","NS_HS_GLIAL_V1.0","CLTA","mRNA",0,"","Wnt Signaling;Gap Junctions","hsa04142;hsa04144;hsa04721;hsa04961;hsa05016;hsa05100","","CLTA","CLTA - mRNA","False"
"NF1 - mRNA","NM_000267.2:1035","NS_HS_GLIAL_V1.0","NF1","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Neurogenesis;MAPK & PI3K;Astrocyte DifferentiationFunction","hsa04010;hsa04014","","NF1","NF1 - mRNA","False"
"UBQLN2 - mRNA","NM_013444.3:1080","NS_HS_GLIAL_V1.0","UBQLN2","mRNA",0,"","Proteotoxic Stress","hsa04141","","UBQLN2","UBQLN2 - mRNA","False"
"PSMD6 - mRNA","NM_001271779.1:1045","NS_HS_GLIAL_V1.0","PSMD6","mRNA",0,"","Antigen Processing and Presentation","hsa03050;hsa05169","","PSMD6","PSMD6 - mRNA","False"
"CAMK2D - mRNA","NM_172127.1:505","NS_HS_GLIAL_V1.0","CAMK2D","mRNA",0,"","Calcium Signaling","hsa04012;hsa04020;hsa04024;hsa04066;hsa04114;hsa04261;hsa04310;hsa04713;hsa04720;hsa04722;hsa04725;hsa04728;hsa04740;hsa04750;hsa04911;hsa04912;hsa04916;hsa04921;hsa04922;hsa04925;hsa04971;hsa05031;hsa05152;hsa05205;hsa05214","","CAMK2D","CAMK2D - mRNA","False"
"DUSP3 - mRNA","NM_004090.3:159","NS_HS_GLIAL_V1.0","DUSP3","mRNA",0,"","Neurotrophin Signaling;MAPK & PI3K","hsa04010","","DUSP3","DUSP3 - mRNA","False"
"ATP8A2 - mRNA","NM_016529.4:930","NS_HS_GLIAL_V1.0","ATP8A2","mRNA",0,"","Primed Microglia;Neurogenesis;Microglial Markers","","","ATP8A2","ATP8A2 - mRNA","False"
"ADAM22 - mRNA","NM_021723.3:2290","NS_HS_GLIAL_V1.0","ADAM22","mRNA",0,"","Myelogenesis;Cytoskeletal Dynamics","","","ADAM22","ADAM22 - mRNA","False"
"TUSC3 - mRNA","NM_006765.2:1015","NS_HS_GLIAL_V1.0","TUSC3","mRNA",0,"","Proteotoxic Stress","hsa04141","","TUSC3","TUSC3 - mRNA","False"
"VDAC3 - mRNA","NM_001135694.2:870","NS_HS_GLIAL_V1.0","VDAC3","mRNA",0,"","Calcium Signaling","hsa04020;hsa04022;hsa05012;hsa05016;hsa05161;hsa05166;hsa05203","","VDAC3","VDAC3 - mRNA","False"
"NUAK1 - mRNA","NM_014840.2:1914","NS_HS_GLIAL_V1.0","NUAK1","mRNA",0,"","Primed Microglia","","","NUAK1","NUAK1 - mRNA","False"
"GNG2 - mRNA","NM_053064.5:396","NS_HS_GLIAL_V1.0","GNG2","mRNA",0,"","Serotonergic Synapse;Primed Microglia;Glutamatergic Synapse;GABAergic Synapse;Dopaminergic Synapse;Cholinergic Synapse;Cannabinoid Signaling","hsa04014;hsa04062;hsa04151;hsa04713;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa05032;hsa05034;hsa05200","","GNG2","GNG2 - mRNA","False"
"GABRB3 - mRNA","NM_000814.5:448","NS_HS_GLIAL_V1.0","GABRB3","mRNA",0,"","Serotonergic Synapse;Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling","hsa04080;hsa04723;hsa04726;hsa04727;hsa05032;hsa05033","","GABRB3","GABRB3 - mRNA","False"
"OLFM3 - mRNA","NM_058170.3:1154","NS_HS_GLIAL_V1.0","OLFM3","mRNA",0,"","Neurogenesis","","","OLFM3","OLFM3 - mRNA","False"
"NMNAT2 - mRNA","NM_170706.3:605","NS_HS_GLIAL_V1.0","NMNAT2","mRNA",0,"","Cytoskeletal Dynamics","","","NMNAT2","NMNAT2 - mRNA","False"
"GOT1 - mRNA","NM_002079.2:615","NS_HS_GLIAL_V1.0","GOT1","mRNA",0,"","Glutamatergic Synapse","hsa00220;hsa00250","","GOT1","GOT1 - mRNA","False"
"SLC9A6 - mRNA","NM_001042537.1:370","NS_HS_GLIAL_V1.0","SLC9A6","mRNA",0,"","Neurogenesis","hsa04260","","SLC9A6","SLC9A6 - mRNA","False"
"GSK3B - mRNA","NM_002093.2:925","NS_HS_GLIAL_V1.0","GSK3B","mRNA",0,"","Wnt Signaling;Neurotrophin Signaling;Neurogenesis;Cytoskeletal Dynamics;Cell Cycle","hsa04012;hsa04062;hsa04110;hsa04151;hsa04310;hsa04360;hsa04390;hsa04510;hsa04550;hsa04660;hsa04662;hsa04722;hsa04728;hsa04910;hsa04916;hsa04917;hsa04919;hsa04931;hsa04932;hsa05010;hsa05160;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05210;hsa05213;hsa05215","","GSK3B","GSK3B - mRNA","False"
"AP3M2 - mRNA","NM_001134296.1:655","NS_HS_GLIAL_V1.0","AP3M2","mRNA",0,"","Primed Microglia","hsa04142","","AP3M2","AP3M2 - mRNA","False"
"RASA1 - mRNA","NM_002890.2:980","NS_HS_GLIAL_V1.0","RASA1","mRNA",0,"","MAPK & PI3K;Angiogenesis","hsa04010;hsa04014;hsa04360","","RASA1","RASA1 - mRNA","False"
"MAPK14 - mRNA","NM_001315.2:792","NS_HS_GLIAL_V1.0","MAPK14","mRNA",0,"","MAPK & PI3K","hsa04010;hsa04015;hsa04068;hsa04071;hsa04261;hsa04370;hsa04380;hsa04550;hsa04611;hsa04620;hsa04621;hsa04622;hsa04660;hsa04664;hsa04668;hsa04670;hsa04722;hsa04723;hsa04728;hsa04750;hsa04912;hsa04914;hsa04917;hsa04933;hsa05014;hsa05120;hsa05131;hsa05132;hsa05133;hsa05140;hsa05142;hsa05145;hsa05152;hsa05160;hsa05164;hsa05169;hsa05205","","MAPK14","MAPK14 - mRNA","False"
"SEC61A2 - mRNA","NM_001142627.1:768","NS_HS_GLIAL_V1.0","SEC61A2","mRNA",0,"","Proteotoxic Stress;Antigen Processing and Presentation","hsa04141;hsa04145;hsa05110","","SEC61A2","SEC61A2 - mRNA","False"
"SEC23A - mRNA","NM_006364.2:1204","NS_HS_GLIAL_V1.0","SEC23A","mRNA",0,"","Proteotoxic Stress;Antigen Processing and Presentation","hsa04141","","SEC23A","SEC23A - mRNA","False"
"DLAT - mRNA","NM_001931.5:1825","NS_HS_GLIAL_V1.0","DLAT","mRNA",0,"","Glucose Metabolism","hsa00010;hsa00020;hsa00620","","DLAT","DLAT - mRNA","False"
"DNAJA2 - mRNA","NM_005880.3:370","NS_HS_GLIAL_V1.0","DNAJA2","mRNA",0,"","Proteotoxic Stress","hsa04141","","DNAJA2","DNAJA2 - mRNA","False"
"B4GALT6 - mRNA","NM_004775.3:930","NS_HS_GLIAL_V1.0","B4GALT6","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Myelogenesis","hsa00600","","B4GALT6","B4GALT6 - mRNA","False"
"ZNF365 - mRNA","NM_014951.2:493","NS_HS_GLIAL_V1.0","ZNF365","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Neurogenesis","","","ZNF365","ZNF365 - mRNA","False"
"FGF13 - mRNA","NM_001139498.1:410","NS_HS_GLIAL_V1.0","FGF13","mRNA",0,"","Neurogenesis;Cytoskeletal Dynamics","hsa04010;hsa04014;hsa04015;hsa04151;hsa04810;hsa05200;hsa05218","","FGF13","FGF13 - mRNA","False"
"RORB - mRNA","NM_006914.3:1840","NS_HS_GLIAL_V1.0","RORB","mRNA",0,"","Neurogenesis;Circadian Signaling","hsa04710","","RORB","RORB - mRNA","False"
"GABRA4 - mRNA","NM_000809.2:1545","NS_HS_GLIAL_V1.0","GABRA4","mRNA",0,"","Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling","hsa04080;hsa04723;hsa04727;hsa04742;hsa05032;hsa05033","","GABRA4","GABRA4 - mRNA","False"
"UBE2N - mRNA","NM_003348.4:357","NS_HS_GLIAL_V1.0","UBE2N","mRNA",0,"","Antigen Processing and Presentation","hsa04120","","UBE2N","UBE2N - mRNA","False"
"ACLY - mRNA","NM_001096.2:3195","NS_HS_GLIAL_V1.0","ACLY","mRNA",0,"","Lipid Metabolism","hsa00020","","ACLY","ACLY - mRNA","False"
"GNAI1 - mRNA","NM_002069.4:670","NS_HS_GLIAL_V1.0","GNAI1","mRNA",0,"","Serotonergic Synapse;Glutamatergic Synapse;GABAergic Synapse;Dopaminergic Synapse;Cholinergic Synapse;Cannabinoid Signaling","hsa04015;hsa04022;hsa04024;hsa04062;hsa04071;hsa04261;hsa04360;hsa04530;hsa04540;hsa04611;hsa04670;hsa04713;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04730;hsa04914;hsa04915;hsa04916;hsa04921;hsa04923;hsa04924;hsa04971;hsa05012;hsa05030;hsa05032;hsa05034;hsa05133;hsa05142;hsa05145;hsa05200","","GNAI1","GNAI1 - mRNA","False"
"ATP6V1D - mRNA","NM_015994.2:390","NS_HS_GLIAL_V1.0","ATP6V1D","mRNA",0,"","Phagocytosis;Ion Transport","hsa00190;hsa04145;hsa04721;hsa04966;hsa05110;hsa05120;hsa05323","","ATP6V1D","ATP6V1D - mRNA","False"
"MAPK9 - mRNA","NM_001135044.1:268","NS_HS_GLIAL_V1.0","MAPK9","mRNA",0,"","MAPK & PI3K","hsa04010;hsa04012;hsa04014;hsa04024;hsa04068;hsa04071;hsa04141;hsa04310;hsa04380;hsa04510;hsa04620;hsa04621;hsa04622;hsa04660;hsa04664;hsa04668;hsa04722;hsa04723;hsa04728;hsa04750;hsa04910;hsa04912;hsa04914;hsa04917;hsa04920;hsa04930;hsa04931;hsa04932;hsa04933;hsa05120;hsa05131;hsa05132;hsa05133;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05164;hsa05168;hsa05169;hsa05200;hsa05210;hsa05212;hsa05231","","MAPK9","MAPK9 - mRNA","False"
"NDUFB5 - mRNA","NM_002492.3:502","NS_HS_GLIAL_V1.0","NDUFB5","mRNA",0,"","Cannabinoid Signaling","hsa00190;hsa04932;hsa05010;hsa05012;hsa05016","","NDUFB5","NDUFB5 - mRNA","False"
"ERLEC1 - mRNA","NM_001127397.2:810","NS_HS_GLIAL_V1.0","ERLEC1","mRNA",0,"","Proteotoxic Stress","hsa04141","","ERLEC1","ERLEC1 - mRNA","False"
"INPP5F - mRNA","NM_001243194.1:1018","NS_HS_GLIAL_V1.0","INPP5F","mRNA",0,"","Neurogenesis;Cytoskeletal Dynamics","","","INPP5F","INPP5F - mRNA","False"
"EPB41L3 - mRNA","NM_012307.3:726","NS_HS_GLIAL_V1.0","EPB41L3","mRNA",0,"","Myelogenesis;Cytoskeletal Dynamics","hsa04530","","EPB41L3","EPB41L3 - mRNA","False"
"GAD1 - mRNA","NM_000817.2:575","NS_HS_GLIAL_V1.0","GAD1","mRNA",0,"","GABAergic Synapse","hsa00250;hsa00650;hsa04727;hsa04940","","GAD1","GAD1 - mRNA","False"
"PPM1A - mRNA","NM_021003.4:550","NS_HS_GLIAL_V1.0","PPM1A","mRNA",0,"","MAPK & PI3K","hsa04010","","PPM1A","PPM1A - mRNA","False"
"CLTC - mRNA","NM_004859.2:290","NS_HS_GLIAL_V1.0","CLTC","mRNA",0,"","Wnt Signaling;Gap Junctions","hsa04142;hsa04144;hsa04721;hsa04961;hsa05016;hsa05100","","CLTC","CLTC - mRNA","False"
"OPA1 - mRNA","NM_130837.1:1355","NS_HS_GLIAL_V1.0","OPA1","mRNA",0,"","Neurogenesis;Apoptosis","","","OPA1","OPA1 - mRNA","False"
"DLD - mRNA","NM_000108.3:766","NS_HS_GLIAL_V1.0","DLD","mRNA",0,"","Glucose Metabolism","hsa00010;hsa00020;hsa00280;hsa00620;hsa00630;hsa00640","","DLD","DLD - mRNA","False"
"ELMO1 - mRNA","NM_014800.10:2226","NS_HS_GLIAL_V1.0","ELMO1","mRNA",0,"","Primed Microglia;Angiogenesis","hsa04062;hsa05100;hsa05131","","ELMO1","ELMO1 - mRNA","False"
"MYO5A - mRNA","NM_000259.1:5090","NS_HS_GLIAL_V1.0","MYO5A","mRNA",0,"","Myelogenesis;Cytoskeletal Dynamics","","","MYO5A","MYO5A - mRNA","False"
"ITPR1 - mRNA","NM_001099952.2:4818","NS_HS_GLIAL_V1.0","ITPR1","mRNA",0,"","Calcium Signaling;Apoptosis","hsa04020;hsa04022;hsa04070;hsa04114;hsa04270;hsa04540;hsa04611;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04728;hsa04730;hsa04750;hsa04912;hsa04915;hsa04918;hsa04921;hsa04922;hsa04924;hsa04925;hsa04970;hsa04971;hsa04972;hsa05010;hsa05016;hsa05205","","ITPR1","ITPR1 - mRNA","False"
"GRIN2A - mRNA","NM_000833.3:4497","NS_HS_GLIAL_V1.0","GRIN2A","mRNA",0,"","Neuroactive Ligands and Receptors;Glutamatergic Synapse;Dopaminergic Synapse;Calcium Signaling","hsa04014;hsa04015;hsa04020;hsa04024;hsa04080;hsa04713;hsa04720;hsa04724;hsa04728;hsa05010;hsa05014;hsa05030;hsa05031;hsa05033;hsa05034;hsa05322","","GRIN2A","GRIN2A - mRNA","False"
"GABRA1 - mRNA","NM_000806.5:475","NS_HS_GLIAL_V1.0","GABRA1","mRNA",0,"","Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling","hsa04080;hsa04723;hsa04727;hsa04742;hsa05032;hsa05033","","GABRA1","GABRA1 - mRNA","False"
"SHC3 - mRNA","NM_016848.5:925","NS_HS_GLIAL_V1.0","SHC3","mRNA",0,"","Neurotrophin Signaling","hsa04012;hsa04014;hsa04062;hsa04072;hsa04510;hsa04650;hsa04722;hsa04910;hsa04915;hsa04917;hsa05034;hsa05100;hsa05214;hsa05220","","SHC3","SHC3 - mRNA","False"
"SHANK2 - mRNA","NM_012309.4:1992","NS_HS_GLIAL_V1.0","SHANK2","mRNA",0,"","Neurogenesis;Glutamatergic Synapse;Cytoskeletal Dynamics","hsa04724","","SHANK2","SHANK2 - mRNA","False"
"ADCY1 - mRNA","NM_001281768.1:1006","NS_HS_GLIAL_V1.0","ADCY1","mRNA",0,"","Calcium Signaling","hsa00230;hsa04015;hsa04020;hsa04022;hsa04024;hsa04062;hsa04072;hsa04114;hsa04211;hsa04213;hsa04261;hsa04270;hsa04540;hsa04611;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04727;hsa04750;hsa04911;hsa04912;hsa04913;hsa04914;hsa04915;hsa04916;hsa04918;hsa04921;hsa04923;hsa04925;hsa04970;hsa04971;hsa04972;hsa04976;hsa05032;hsa05142;hsa05146;hsa05166;hsa05200;hsa05414","","ADCY1","ADCY1 - mRNA","False"
"PRKCE - mRNA","NM_005400.2:1138","NS_HS_GLIAL_V1.0","PRKCE","mRNA",0,"","Phagocytosis","hsa04022;hsa04071;hsa04270;hsa04530;hsa04666;hsa04750;hsa04925;hsa04930;hsa04931;hsa04933;hsa05206","","PRKCE","PRKCE - mRNA","False"
"GRIA4 - mRNA","NM_000829.3:475","NS_HS_GLIAL_V1.0","GRIA4","mRNA",0,"","Neuroactive Ligands and Receptors;Glutamatergic Synapse;Dopaminergic Synapse;Cannabinoid Signaling","hsa04024;hsa04080;hsa04713;hsa04723;hsa04724;hsa04728;hsa05031;hsa05033","","GRIA4","GRIA4 - mRNA","False"
"SYBU - mRNA","NM_001099744.1:1492","NS_HS_GLIAL_V1.0","SYBU","mRNA",0,"","Cytoskeletal Dynamics","","","SYBU","SYBU - mRNA","False"
"TANC2 - mRNA","NM_025185.3:2490","NS_HS_GLIAL_V1.0","TANC2","mRNA",0,"","Cytoskeletal Dynamics","","","TANC2","TANC2 - mRNA","False"
"CDK5R1 - mRNA","NM_003885.2:418","NS_HS_GLIAL_V1.0","CDK5R1","mRNA",0,"","Neurotrophin Signaling;Neurogenesis;Cytoskeletal Dynamics","hsa05010;hsa05030","","CDK5R1","CDK5R1 - mRNA","False"
"GRIA1 - mRNA","NM_000827.3:2840","NS_HS_GLIAL_V1.0","GRIA1","mRNA",0,"","Neuroactive Ligands and Receptors;Glutamatergic Synapse;Dopaminergic Synapse;Cannabinoid Signaling","hsa04024;hsa04080;hsa04713;hsa04720;hsa04723;hsa04724;hsa04728;hsa04730;hsa05014;hsa05031;hsa05033","","GRIA1","GRIA1 - mRNA","False"
"SLC25A12 - mRNA","NM_003705.5:435","NS_HS_GLIAL_V1.0","SLC25A12","mRNA",0,"","Myelogenesis","","","SLC25A12","SLC25A12 - mRNA","False"
"NRXN1 - mRNA","NM_001320156.1:364","NS_HS_GLIAL_V1.0","NRXN1","mRNA",0,"","Neurogenesis;Cell Migration","hsa04514","","NRXN1","NRXN1 - mRNA","False"
"DNM3 - mRNA","NM_015569.3:750","NS_HS_GLIAL_V1.0","DNM3","mRNA",0,"","Neurogenesis;Cytoskeletal Dynamics;Antigen Processing and Presentation","hsa04072;hsa04144;hsa04721;hsa04961;hsa05100","","DNM3","DNM3 - mRNA","False"
"TRIM37 - mRNA","NM_015294.4:1910","NS_HS_GLIAL_V1.0","TRIM37","mRNA",0,"","Antigen Processing and Presentation","hsa04120","","TRIM37","TRIM37 - mRNA","False"
"DOCK3 - mRNA","NM_004947.4:3020","NS_HS_GLIAL_V1.0","DOCK3","mRNA",0,"","Neurotrophin Signaling","","","DOCK3","DOCK3 - mRNA","False"
"PRKCZ - mRNA","NM_002744.4:943","NS_HS_GLIAL_V1.0","PRKCZ","mRNA",0,"","Neurogenesis;Insulin Signaling","hsa04015;hsa04062;hsa04071;hsa04144;hsa04390;hsa04530;hsa04611;hsa04910;hsa04930;hsa04931;hsa04933","","PRKCZ","PRKCZ - mRNA","False"
"TLN2 - mRNA","NM_015059.2:640","NS_HS_GLIAL_V1.0","TLN2","mRNA",0,"","Cell Migration","hsa04015;hsa04510;hsa04611;hsa05166","","TLN2","TLN2 - mRNA","False"
"NKIRAS1 - mRNA","NM_020345.3:785","NS_HS_GLIAL_V1.0","NKIRAS1","mRNA",0,"","Cytokines","","","NKIRAS1","NKIRAS1 - mRNA","False"
"SCN1A - mRNA","NM_006920.4:995","NS_HS_GLIAL_V1.0","SCN1A","mRNA",0,"","Ion Transport;Dopaminergic Synapse","hsa04728","","SCN1A","SCN1A - mRNA","False"
"SYT4 - mRNA","NM_020783.3:1202","NS_HS_GLIAL_V1.0","SYT4","mRNA",0,"","Neurogenesis;Cytoskeletal Dynamics","","","SYT4","SYT4 - mRNA","False"
"GLRB - mRNA","NM_000824.4:355","NS_HS_GLIAL_V1.0","GLRB","mRNA",0,"","Neuroactive Ligands and Receptors","hsa04080","","GLRB","GLRB - mRNA","False"
"NSF - mRNA","NM_006178.3:1762","NS_HS_GLIAL_V1.0","NSF","mRNA",0,"","GABAergic Synapse","hsa04721;hsa04727;hsa04962","","NSF","NSF - mRNA","False"
"GABRG2 - mRNA","NM_000816.3:872","NS_HS_GLIAL_V1.0","GABRG2","mRNA",0,"","Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling","hsa04080;hsa04723;hsa04727;hsa05032;hsa05033","","GABRG2","GABRG2 - mRNA","False"
"NEFH - mRNA","NM_021076.3:1350","NS_HS_GLIAL_V1.0","NEFH","mRNA",0,"","Neuronal Markers;Neurogenesis;Cytoskeletal Dynamics","hsa05014","","NEFH","NEFH - mRNA","False"
"KCNV1 - mRNA","NM_014379.2:1622","NS_HS_GLIAL_V1.0","KCNV1","mRNA",0,"","Ion Transport","","","KCNV1","KCNV1 - mRNA","False"
"LRRC7 - mRNA","NM_020794.2:2382","NS_HS_GLIAL_V1.0","LRRC7","mRNA",0,"","Neurogenesis;Cytoskeletal Dynamics","","","LRRC7","LRRC7 - mRNA","False"
"CHRM3 - mRNA","NM_000740.2:1345","NS_HS_GLIAL_V1.0","CHRM3","mRNA",0,"","Neuroactive Ligands and Receptors;Cholinergic Synapse;Calcium Signaling","hsa04020;hsa04080;hsa04725;hsa04742;hsa04810;hsa04911;hsa04970;hsa04971;hsa04972","","CHRM3","CHRM3 - mRNA","False"
"CD200 - mRNA","NM_005944.5:665","NS_HS_GLIAL_V1.0","CD200","mRNA",0,"","Cytoskeletal Dynamics","","","CD200","CD200 - mRNA","False"
"CNTNAP2 - mRNA","NM_014141.4:940","NS_HS_GLIAL_V1.0","CNTNAP2","mRNA",0,"","Myelogenesis;Cytoskeletal Dynamics;Cell Migration","hsa04514","","CNTNAP2","CNTNAP2 - mRNA","False"
"PDE1A - mRNA","NM_005019.3:1500","NS_HS_GLIAL_V1.0","PDE1A","mRNA",0,"","Calcium Signaling","hsa00230;hsa04020;hsa04740;hsa04742;hsa04924;hsa05032","","PDE1A","PDE1A - mRNA","False"
"NAP1L2 - mRNA","NM_021963.4:908","NS_HS_GLIAL_V1.0","NAP1L2","mRNA",0,"","Neurogenesis","","","NAP1L2","NAP1L2 - mRNA","False"
"HCN1 - mRNA","NM_021072.2:1450","NS_HS_GLIAL_V1.0","HCN1","mRNA",0,"","Ion Transport","","","HCN1","HCN1 - mRNA","False"
