ProbeID,Codeset.Name,Probe.Label,Analyte.Type,Is.Control,Control.Type,Related.Probes,Probe.Annotation,KEGG.Pathways,Cell.Type,Official.Gene.Name,Fusion.Probe.Type,Fusion.Base,SNV.Probe.Type,SNV.LocID,SNV.annot
NM_006839.2:2258,NS_HS_GLIAL_V1.0,IMMT,mRNA,FALSE,,,Glucose Metabolism,,,IMMT,,,,,
NM_005219.4:1398,NS_HS_GLIAL_V1.0,DIAPH1,mRNA,FALSE,,,Cell Migration,hsa04510;hsa04810;hsa04933;hsa05131,,DIAPH1,,,,,
NM_030795.2:362,NS_HS_GLIAL_V1.0,STMN4,mRNA,FALSE,,,Oligodendrocyte Markers;Neurogenesis;Cytoskeletal Dynamics,,,STMN4,,,,,
NM_024906.2:512,NS_HS_GLIAL_V1.0,SCD5,mRNA,FALSE,,,Lipid Metabolism,hsa03320;hsa04152,,SCD5,,,,,
NM_018976.4:1170,NS_HS_GLIAL_V1.0,SLC38A2,mRNA,FALSE,,,Oligodendrocyte Markers;Glutamatergic Synapse;GABAergic Synapse,hsa04724;hsa04727;hsa04974,,SLC38A2,,,,,
NM_002133.2:781,NS_HS_GLIAL_V1.0,HMOX1,mRNA,FALSE,,,Hypoxia,hsa04066;hsa04978;hsa05206,,HMOX1,,,,,
NM_015991.2:718,NS_HS_GLIAL_V1.0,C1QA,mRNA,FALSE,,,Microglial Markers;Homeostatic Microglia;Complement System;Astrocyte Differentiation/Function,hsa04610;hsa05020;hsa05133;hsa05142;hsa05150;hsa05322,,C1QA,,,,,
NM_000941.2:114,NS_HS_GLIAL_V1.0,POR,mRNA,FALSE,,,NO Metabolism and Signaling,,,POR,,,,,
NM_032812.7:685,NS_HS_GLIAL_V1.0,PLXDC2,mRNA,FALSE,,,Microglial Markers,,,PLXDC2,,,,,
NM_014220.2:263,NS_HS_GLIAL_V1.0,TM4SF1,mRNA,FALSE,,,A2 Astrocyte,,,TM4SF1,,,,,
NM_004014.2:1334,NS_HS_GLIAL_V1.0,DMD,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics;Blood Brain Barrier,hsa05410;hsa05412;hsa05414;hsa05416,,DMD,,,,,
NM_003118.3:974,NS_HS_GLIAL_V1.0,SPARC,mRNA,FALSE,,,Primed Microglia;Homeostatic Microglia,,,SPARC,,,,,
NM_001243736.1:486,NS_HS_GLIAL_V1.0,LAMTOR3,mRNA,FALSE,,,Autophagy,hsa04010,,LAMTOR3,,,,,
NM_001963.4:1022,NS_HS_GLIAL_V1.0,EGF,mRNA,FALSE,,,MAPK & PI3K;Cytokines,hsa04010;hsa04012;hsa04014;hsa04015;hsa04060;hsa04066;hsa04068;hsa04072;hsa04144;hsa04151;hsa04510;hsa04540;hsa04810;hsa05160;hsa05200;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05219;hsa05223;hsa05231,,EGF,,,,,
NM_005639.2:1736,NS_HS_GLIAL_V1.0,SYT1,mRNA,FALSE,,,Serotonergic Synapse;Neuronal Markers;Neurogenesis;Glutamatergic Synapse;GABAergic Synapse;Dopaminergic Synapse;Cholinergic Synapse,hsa04721,,SYT1,,,,,
NM_024708.3:1280,NS_HS_GLIAL_V1.0,ASB7,mRNA,TRUE,Housekeeping,,,,,ASB7,,,,,
NM_000828.4:426,NS_HS_GLIAL_V1.0,GRIA3,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Glutamatergic Synapse;Dopaminergic Synapse;Cannabinoid Signaling,hsa04024;hsa04080;hsa04713;hsa04723;hsa04724;hsa04728;hsa04730;hsa05031;hsa05033;hsa05202,,GRIA3,,,,,
NM_001207047.1:1544,NS_HS_GLIAL_V1.0,ATRN,mRNA,FALSE,,,Myelogenesis,,,ATRN,,,,,
NM_181724.2:415,NS_HS_GLIAL_V1.0,TMEM119,mRNA,FALSE,,,Stage 1 DAM;Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD),,,TMEM119,,,,,
NM_001256643.1:1140,NS_HS_GLIAL_V1.0,LTA4H,mRNA,FALSE,,,Lipid Metabolism,hsa00590,,LTA4H,,,,,
NM_001031689.2:574,NS_HS_GLIAL_V1.0,PLAA,mRNA,FALSE,,,Proteotoxic Stress;Neurogenesis,hsa04141,,PLAA,,,,,
NM_032955.1:185,NS_HS_GLIAL_V1.0,AIF1,mRNA,FALSE,,,NO Metabolism and Signaling;Microglial Markers,,,AIF1,,,,,
NM_002806.3:412,NS_HS_GLIAL_V1.0,PSMC6,mRNA,FALSE,,,Antigen Processing and Presentation,hsa03050;hsa05169,,PSMC6,,,,,
NM_001130912.1:1180,NS_HS_GLIAL_V1.0,SUGT1,mRNA,FALSE,,,Inflammasome,hsa04621,,SUGT1,,,,,
NM_001025201.3:1018,NS_HS_GLIAL_V1.0,CHN1,mRNA,FALSE,,,Neurogenesis,,,CHN1,,,,,
NM_003332.3:361,NS_HS_GLIAL_V1.0,TYROBP,mRNA,FALSE,,,Stage 1 DAM;Microglia Neurodegenerative Phenotype (MGnD),hsa04380;hsa04650,,TYROBP,,,,,
NM_014379.2:1622,NS_HS_GLIAL_V1.0,KCNV1,mRNA,FALSE,,,Ion Transport,,,KCNV1,,,,,
NM_016834.4:315,NS_HS_GLIAL_V1.0,MAPT,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics;Astrocyte Differentiation/Function,hsa04010;hsa05010,,MAPT,,,,,
NM_001909.4:1270,NS_HS_GLIAL_V1.0,CTSD,mRNA,FALSE,,,Stage 1 DAM;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);Homeostatic Microglia;Autophagy;Apoptosis,hsa04071;hsa04142;hsa05152,,CTSD,,,,,
NM_030876.5:734,NS_HS_GLIAL_V1.0,OR5V1,mRNA,FALSE,,,,hsa04740,,OR5V1,,,,,
NM_139245.2:984,NS_HS_GLIAL_V1.0,PPM1L,mRNA,FALSE,,,Primed Microglia,,,PPM1L,,,,,
NM_001242366.1:754,NS_HS_GLIAL_V1.0,SLC46A1,mRNA,FALSE,,,Ion Transport,hsa04978,,SLC46A1,,,,,
NM_002827.3:664,NS_HS_GLIAL_V1.0,PTPN1,mRNA,FALSE,,,Interferon Signaling;Insulin Signaling,hsa04520;hsa04910;hsa04931,,PTPN1,,,,,
NM_000814.5:448,NS_HS_GLIAL_V1.0,GABRB3,mRNA,FALSE,,,Serotonergic Synapse;Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling,hsa04080;hsa04723;hsa04726;hsa04727;hsa05032;hsa05033,,GABRB3,,,,,
NM_001003809.2:1222,NS_HS_GLIAL_V1.0,DLGAP1,mRNA,FALSE,,,Glutamatergic Synapse,hsa04724,,DLGAP1,,,,,
NM_001823.4:320,NS_HS_GLIAL_V1.0,CKB,mRNA,FALSE,,,Primed Microglia;Astrocyte Markers,,,CKB,,,,,
NM_001281768.1:1006,NS_HS_GLIAL_V1.0,ADCY1,mRNA,FALSE,,,Calcium Signaling,hsa00230;hsa04015;hsa04020;hsa04022;hsa04024;hsa04062;hsa04072;hsa04114;hsa04211;hsa04213;hsa04261;hsa04270;hsa04540;hsa04611;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04727;hsa04750;hsa04911;hsa04912;hsa04913;hsa04914;hsa04915;hsa04916;hsa04918;hsa04921;hsa04923;hsa04925;hsa04970;hsa04971;hsa04972;hsa04976;hsa05032;hsa05142;hsa05146;hsa05166;hsa05200;hsa05414,,ADCY1,,,,,
NM_015368.3:610,NS_HS_GLIAL_V1.0,PANX1,mRNA,FALSE,,,Inflammasome,,,PANX1,,,,,
NM_001042537.1:370,NS_HS_GLIAL_V1.0,SLC9A6,mRNA,FALSE,,,Neurogenesis,hsa04260,,SLC9A6,,,,,
NM_003342.4:653,NS_HS_GLIAL_V1.0,UBE2G1,mRNA,FALSE,,,Proteotoxic Stress;Antigen Processing and Presentation,hsa04120;hsa04141;hsa05012,,UBE2G1,,,,,
NM_001077484.1:1766,NS_HS_GLIAL_V1.0,SLC38A1,mRNA,FALSE,,,Glutamatergic Synapse;GABAergic Synapse,hsa04724;hsa04727,,SLC38A1,,,,,
NM_001099400.1:1238,NS_HS_GLIAL_V1.0,SGCE,mRNA,FALSE,,,Cytoskeletal Dynamics,,,SGCE,,,,,
NM_003839.3:226,NS_HS_GLIAL_V1.0,TNFRSF11A,mRNA,FALSE,,,NF-kappaB Signaling;Cytokines,hsa04060;hsa04064;hsa04380;hsa04917;hsa05323,,TNFRSF11A,,,,,
NM_000204.3:764,NS_HS_GLIAL_V1.0,CFI,mRNA,FALSE,,,Complement System,hsa04610;hsa05150,,CFI,,,,,
NM_054027.4:610,NS_HS_GLIAL_V1.0,ANKH,mRNA,FALSE,,,Primed Microglia,,,ANKH,,,,,
NM_000533.3:758,NS_HS_GLIAL_V1.0,PLP1,mRNA,FALSE,,,Oligodendrocyte Markers;Oligodendrocyte Differentiation/Maturation;Myelogenesis;Astrocyte Differentiation/Function,,,PLP1,,,,,
NM_001001331.2:426,NS_HS_GLIAL_V1.0,ATP2B2,mRNA,FALSE,,,Ion Transport;Calcium Signaling,hsa04020;hsa04022;hsa04024;hsa04261;hsa04970;hsa04972,,ATP2B2,,,,,
NM_001002001.2:392,NS_HS_GLIAL_V1.0,GMPR2,mRNA,FALSE,,,Primed Microglia,hsa00230,,GMPR2,,,,,
NM_001024940.2:755,NS_HS_GLIAL_V1.0,TRIM17,mRNA,FALSE,,,Interferon Signaling,,,TRIM17,,,,,
NM_001032221.3:1620,NS_HS_GLIAL_V1.0,STXBP1,mRNA,FALSE,,,Neurogenesis,hsa04721,,STXBP1,,,,,
NM_001037333.1:2142,NS_HS_GLIAL_V1.0,CYFIP2,mRNA,FALSE,,,Neurogenesis;Angiogenesis,hsa04810,,CYFIP2,,,,,
NM_001039538.1:1156,NS_HS_GLIAL_V1.0,MAP2,mRNA,FALSE,,,Neuronal Markers;Neurogenesis;Cytoskeletal Dynamics,,,MAP2,,,,,
NM_001081640.1:2762,NS_HS_GLIAL_V1.0,PRKDC,mRNA,FALSE,,,Cell Cycle,hsa04110,,PRKDC,,,,,
NM_001099952.2:4818,NS_HS_GLIAL_V1.0,ITPR1,mRNA,FALSE,,,Calcium Signaling;Apoptosis,hsa04020;hsa04022;hsa04070;hsa04114;hsa04270;hsa04540;hsa04611;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04728;hsa04730;hsa04750;hsa04912;hsa04915;hsa04918;hsa04921;hsa04922;hsa04924;hsa04925;hsa04970;hsa04971;hsa04972;hsa05010;hsa05016;hsa05205,,ITPR1,,,,,
NM_001135044.1:268,NS_HS_GLIAL_V1.0,MAPK9,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04012;hsa04014;hsa04024;hsa04068;hsa04071;hsa04141;hsa04310;hsa04380;hsa04510;hsa04620;hsa04621;hsa04622;hsa04660;hsa04664;hsa04668;hsa04722;hsa04723;hsa04728;hsa04750;hsa04910;hsa04912;hsa04914;hsa04917;hsa04920;hsa04930;hsa04931;hsa04932;hsa04933;hsa05120;hsa05131;hsa05132;hsa05133;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05164;hsa05168;hsa05169;hsa05200;hsa05210;hsa05212;hsa05231,,MAPK9,,,,,
NM_001145648.1:3444,NS_HS_GLIAL_V1.0,RASGRF1,mRNA,FALSE,,,Neurogenesis;MAPK & PI3K,hsa04010;hsa04014;hsa04510,,RASGRF1,,,,,
NM_001161363.1:1022,NS_HS_GLIAL_V1.0,NPTN,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics,,,NPTN,,,,,
NM_001161415.1:774,NS_HS_GLIAL_V1.0,GPR17,mRNA,FALSE,,,Purinergic Signaling;Oligodendrocyte Differentiation/Maturation,,,GPR17,,,,,
NM_001242783.1:860,NS_HS_GLIAL_V1.0,TRIM26,mRNA,FALSE,,,Primed Microglia;Interferon Signaling,,,TRIM26,,,,,
NM_001243194.1:1018,NS_HS_GLIAL_V1.0,INPP5F,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics,,,INPP5F,,,,,
NM_001243759.1:676,NS_HS_GLIAL_V1.0,USP2,mRNA,FALSE,,,Primed Microglia;Microglial Markers,,,USP2,,,,,
NM_001267036.1:1172,NS_HS_GLIAL_V1.0,SLC7A8,mRNA,FALSE,,,Ion Transport,hsa04974,,SLC7A8,,,,,
NM_001278463.1:1396,NS_HS_GLIAL_V1.0,DNM1L,mRNA,FALSE,,,Neurogenesis;Apoptosis,hsa04668,,DNM1L,,,,,
NM_001743.4:416,NS_HS_GLIAL_V1.0,CALM2,mRNA,FALSE,,,Calcium Signaling,hsa04014;hsa04015;hsa04020;hsa04022;hsa04024;hsa04070;hsa04114;hsa04261;hsa04270;hsa04713;hsa04720;hsa04722;hsa04728;hsa04740;hsa04750;hsa04910;hsa04912;hsa04915;hsa04916;hsa04921;hsa04922;hsa04924;hsa04925;hsa04970;hsa04971;hsa05010;hsa05031;hsa05034;hsa05133;hsa05152;hsa05214,,CALM2,,,,,
NM_001896.2:906,NS_HS_GLIAL_V1.0,CSNK2A2,mRNA,TRUE,Housekeeping,,,,,CSNK2A2,,,,,
NM_002506.2:634,NS_HS_GLIAL_V1.0,NGF,mRNA,FALSE,,,Neurotrophin Signaling;Neurogenesis;Cytoskeletal Dynamics;Cytokines,hsa04010;hsa04014;hsa04015;hsa04151;hsa04210;hsa04722;hsa04750,,NGF,,,,,
NM_002740.5:408,NS_HS_GLIAL_V1.0,PRKCI,mRNA,FALSE,,,Neurogenesis;Insulin Signaling,hsa04015;hsa04144;hsa04390;hsa04530;hsa04611;hsa04910,,PRKCI,,,,,
NM_002890.2:980,NS_HS_GLIAL_V1.0,RASA1,mRNA,FALSE,,,MAPK & PI3K;Angiogenesis,hsa04010;hsa04014;hsa04360,,RASA1,,,,,
NM_003405.3:552,NS_HS_GLIAL_V1.0,YWHAH,mRNA,FALSE,,,Neurogenesis;Cell Cycle,hsa04110;hsa04114;hsa04151;hsa04390;hsa05169;hsa05203,,YWHAH,,,,,
NM_004707.3:634,NS_HS_GLIAL_V1.0,ATG12,mRNA,FALSE,,,Autophagy,hsa04068;hsa04140;hsa04622,,ATG12,,,,,
NM_005484.3:1154,NS_HS_GLIAL_V1.0,PARP2,mRNA,FALSE,,,Apoptosis,,,PARP2,,,,,
NM_005759.5:1160,NS_HS_GLIAL_V1.0,ABI2,mRNA,FALSE,,,Neurogenesis;Angiogenesis,hsa04810,,ABI2,,,,,
NM_006045.1:1200,NS_HS_GLIAL_V1.0,ATP9A,mRNA,FALSE,,,Ion Transport,,,ATP9A,,,,,
NM_006133.2:150,NS_HS_GLIAL_V1.0,DAGLA,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics;Cannabinoid Signaling,hsa04723;hsa04925,,DAGLA,,,,,
NM_006272.2:304,NS_HS_GLIAL_V1.0,S100B,mRNA,FALSE,,,Neurogenesis;Myelogenesis;Astrocyte Markers,,,S100B,,,,,
NM_006364.2:1204,NS_HS_GLIAL_V1.0,SEC23A,mRNA,FALSE,,,Proteotoxic Stress;Antigen Processing and Presentation,hsa04141,,SEC23A,,,,,
NM_006529.3:492,NS_HS_GLIAL_V1.0,GLRA3,mRNA,FALSE,,,Neuroactive Ligands and Receptors,hsa04080,,GLRA3,,,,,
NM_014671.2:1222,NS_HS_GLIAL_V1.0,UBE3C,mRNA,FALSE,,,Antigen Processing and Presentation,hsa04120,,UBE3C,,,,,
NM_014860.2:1170,NS_HS_GLIAL_V1.0,SUPT7L,mRNA,TRUE,Housekeeping,,,,,SUPT7L,,,,,
NM_015147.2:586,NS_HS_GLIAL_V1.0,CEP68,mRNA,FALSE,,,Primed Microglia,,,CEP68,,,,,
NM_016141.3:1338,NS_HS_GLIAL_V1.0,DYNC1LI1,mRNA,FALSE,,,Antigen Processing and Presentation,hsa04145;hsa04962;hsa05132,,DYNC1LI1,,,,,
NM_017812.2:206,NS_HS_GLIAL_V1.0,CHCHD3,mRNA,FALSE,,,Glucose Metabolism,,,CHCHD3,,,,,
NM_018198.3:474,NS_HS_GLIAL_V1.0,DNAJC11,mRNA,FALSE,,,Glucose Metabolism,,,DNAJC11,,,,,
NM_020383.3:1604,NS_HS_GLIAL_V1.0,XPNPEP1,mRNA,TRUE,Housekeeping,,,,,XPNPEP1,,,,,
NM_020794.2:2382,NS_HS_GLIAL_V1.0,LRRC7,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics,,,LRRC7,,,,,
NM_022054.3:1184,NS_HS_GLIAL_V1.0,KCNK13,mRNA,FALSE,,,Ion Transport,,,KCNK13,,,,,
NM_025185.3:2490,NS_HS_GLIAL_V1.0,TANC2,mRNA,FALSE,,,Cytoskeletal Dynamics,,,TANC2,,,,,
NM_031966.3:1102,NS_HS_GLIAL_V1.0,CCNB1,mRNA,FALSE,,,Cell Cycle,hsa04068;hsa04110;hsa04114;hsa04115;hsa04914,,CCNB1,,,,,
NM_032047.4:688,NS_HS_GLIAL_V1.0,B3GNT5,mRNA,FALSE,,,A2 Astrocyte,,,B3GNT5,,,,,
NM_032777.9:1278,NS_HS_GLIAL_V1.0,ADGRA2,mRNA,FALSE,,,Blood Brain Barrier,,,ADGRA2,,,,,
NM_058170.3:1154,NS_HS_GLIAL_V1.0,OLFM3,mRNA,FALSE,,,Neurogenesis,,,OLFM3,,,,,
NM_138981.2:450,NS_HS_GLIAL_V1.0,MAPK10,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04012;hsa04014;hsa04024;hsa04068;hsa04071;hsa04141;hsa04310;hsa04380;hsa04510;hsa04620;hsa04621;hsa04622;hsa04664;hsa04668;hsa04722;hsa04723;hsa04728;hsa04750;hsa04910;hsa04912;hsa04914;hsa04917;hsa04920;hsa04930;hsa04931;hsa04932;hsa04933;hsa05120;hsa05131;hsa05132;hsa05133;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05164;hsa05168;hsa05169;hsa05200;hsa05210;hsa05212;hsa05231,,MAPK10,,,,,
NM_145265.2:294,NS_HS_GLIAL_V1.0,CCDC127,mRNA,TRUE,Housekeeping,,,,,CCDC127,,,,,
NM_145867.1:212,NS_HS_GLIAL_V1.0,LTC4S,mRNA,FALSE,,,Microglial Markers;Lipid Metabolism,hsa00590,,LTC4S,,,,,
NM_152727.5:1126,NS_HS_GLIAL_V1.0,CPNE2,mRNA,FALSE,,,Astrocyte Markers,,,CPNE2,,,,,
NM_171982.3:886,NS_HS_GLIAL_V1.0,TRIM35,mRNA,FALSE,,,Interferon Signaling,,,TRIM35,,,,,
NM_178833.4:1448,NS_HS_GLIAL_V1.0,SLC9B2,mRNA,FALSE,,,Ion Transport,,,SLC9B2,,,,,
NM_182797.2:994,NS_HS_GLIAL_V1.0,PLCB4,mRNA,FALSE,,,Wnt Signaling;Calcium Signaling,hsa04015;hsa04020;hsa04022;hsa04062;hsa04070;hsa04071;hsa04072;hsa04261;hsa04270;hsa04310;hsa04540;hsa04611;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04728;hsa04730;hsa04750;hsa04911;hsa04912;hsa04915;hsa04916;hsa04918;hsa04919;hsa04921;hsa04922;hsa04924;hsa04925;hsa04933;hsa04961;hsa04970;hsa04971;hsa04972;hsa05010;hsa05016;hsa05142;hsa05143;hsa05146;hsa05200,,PLCB4,,,,,
NM_197965.2:646,NS_HS_GLIAL_V1.0,SLC10A6,mRNA,FALSE,,,A2 Astrocyte,,,SLC10A6,,,,,
NM_171999.3:2970,NS_HS_GLIAL_V1.0,SALL3,mRNA,FALSE,,,Neurogenesis,,,SALL3,,,,,
NM_002492.3:502,NS_HS_GLIAL_V1.0,NDUFB5,mRNA,FALSE,,,Cannabinoid Signaling,hsa00190;hsa04932;hsa05010;hsa05012;hsa05016,,NDUFB5,,,,,
NM_001242674.1:1103,NS_HS_GLIAL_V1.0,AHCYL1,mRNA,FALSE,,,Astrocyte Markers;Angiogenesis,,,AHCYL1,,,,,
NM_001256856.1:1004,NS_HS_GLIAL_V1.0,BTRC,mRNA,FALSE,,,Wnt Signaling;T-cell signaling;Antigen Processing and Presentation,hsa04114;hsa04120;hsa04310;hsa04390;hsa04710;hsa05131,,BTRC,,,,,
NM_021111.2:360,NS_HS_GLIAL_V1.0,RECK,mRNA,FALSE,,,Blood Brain Barrier,hsa05206,,RECK,,,,,
NM_018704.2:1074,NS_HS_GLIAL_V1.0,CTTNBP2NL,mRNA,FALSE,,,Microglial Markers,,,CTTNBP2NL,,,,,
NM_001278429.3:543,NS_HS_GLIAL_V1.0,LILRB4,mRNA,FALSE,,,Stage 2 DAM;Microglia Neurodegenerative Phenotype (MGnD),hsa04380,,LILRB4,,,,,
NM_000810.3:1054,NS_HS_GLIAL_V1.0,GABRA5,mRNA,FALSE,,,Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling,hsa04080;hsa04723;hsa04727;hsa04742;hsa05032;hsa05033,,GABRA5,,,,,
NM_001635.3:526,NS_HS_GLIAL_V1.0,AMPH,mRNA,FALSE,,,Phagocytosis,hsa04144;hsa04666,,AMPH,,,,,
NM_005400.2:1138,NS_HS_GLIAL_V1.0,PRKCE,mRNA,FALSE,,,Phagocytosis,hsa04022;hsa04071;hsa04270;hsa04530;hsa04666;hsa04750;hsa04925;hsa04930;hsa04931;hsa04933;hsa05206,,PRKCE,,,,,
NM_003178.5:1292,NS_HS_GLIAL_V1.0,SYN2,mRNA,FALSE,,,Serotonergic Synapse;Dopaminergic Synapse,,,SYN2,,,,,
NM_003081.3:284,NS_HS_GLIAL_V1.0,SNAP25,mRNA,FALSE,,,Serotonergic Synapse;Glutamatergic Synapse;GABAergic Synapse;Dopaminergic Synapse;Cholinergic Synapse,hsa04721;hsa04911,,SNAP25,,,,,
NM_181838.1:1088,NS_HS_GLIAL_V1.0,UBE2D2,mRNA,FALSE,,,Proteotoxic Stress;Antigen Processing and Presentation,hsa04120;hsa04141;hsa05131,,UBE2D2,,,,,
NM_006178.3:1762,NS_HS_GLIAL_V1.0,NSF,mRNA,FALSE,,,GABAergic Synapse,hsa04721;hsa04727;hsa04962,,NSF,,,,,
NM_001282186.1:1300,NS_HS_GLIAL_V1.0,CYSLTR1,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Calcium Signaling,hsa04020;hsa04080,,CYSLTR1,,,,,
NM_000016.5:1289,NS_HS_GLIAL_V1.0,ACADM,mRNA,FALSE,,,Lipid Metabolism,hsa00071;hsa00280;hsa00640;hsa03320,,ACADM,,,,,
NM_001423.2:364,NS_HS_GLIAL_V1.0,EMP1,mRNA,FALSE,,,A2 Astrocyte,,,EMP1,,,,,
NM_001684.4:2863,NS_HS_GLIAL_V1.0,ATP2B4,mRNA,FALSE,,,NO Metabolism and Signaling;Ion Transport;Calcium Signaling,hsa04020;hsa04022;hsa04024;hsa04261;hsa04970;hsa04972,,ATP2B4,,,,,
NM_003255.4:397,NS_HS_GLIAL_V1.0,TIMP2,mRNA,FALSE,,,Stage 2 DAM;Neurogenesis,,,TIMP2,,,,,
NM_005252.3:554,NS_HS_GLIAL_V1.0,FOS,mRNA,FALSE,,,T-cell signaling;MAPK & PI3K,hsa04010;hsa04024;hsa04380;hsa04620;hsa04660;hsa04662;hsa04668;hsa04713;hsa04725;hsa04728;hsa04915;hsa04917;hsa04921;hsa05031;hsa05132;hsa05133;hsa05140;hsa05142;hsa05161;hsa05166;hsa05168;hsa05200;hsa05210;hsa05231;hsa05323,,FOS,,,,,
NM_012307.3:726,NS_HS_GLIAL_V1.0,EPB41L3,mRNA,FALSE,,,Myelogenesis;Cytoskeletal Dynamics,hsa04530,,EPB41L3,,,,,
NM_147780.2:1054,NS_HS_GLIAL_V1.0,CTSB,mRNA,FALSE,,,Stage 1 DAM;Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD);Autophagy;Apoptosis,hsa04142;hsa04612;hsa04924,,CTSB,,,,,
NM_138806.3:381,NS_HS_GLIAL_V1.0,CD200R1,mRNA,FALSE,,,Microglial Markers,,,CD200R1,,,,,
NM_004972.3:1464,NS_HS_GLIAL_V1.0,JAK2,mRNA,FALSE,,,NO Metabolism and Signaling;JAK-STAT,hsa04062;hsa04151;hsa04550;hsa04630;hsa04725;hsa04917;hsa04920;hsa04933;hsa05140;hsa05145;hsa05152;hsa05162;hsa05164;hsa05168,,JAK2,,,,,
NM_001025109.1:650,NS_HS_GLIAL_V1.0,CD34,mRNA,FALSE,,,Cell Migration,hsa04514;hsa04640,,CD34,,,,,
NM_001098175.1:795,NS_HS_GLIAL_V1.0,ENTPD1,mRNA,FALSE,,,Purinergic Signaling,hsa00230;hsa05169,,ENTPD1,,,,,
NM_005419.3:1390,NS_HS_GLIAL_V1.0,STAT2,mRNA,FALSE,,,JAK-STAT,hsa04062;hsa04380;hsa04630;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168,,STAT2,,,,,
NM_005502.3:4048,NS_HS_GLIAL_V1.0,ABCA1,mRNA,FALSE,,,Lipid Metabolism,hsa02010,,ABCA1,,,,,
NM_016231.4:618,NS_HS_GLIAL_V1.0,NLK,mRNA,FALSE,,,Wnt Signaling,hsa04010;hsa04068;hsa04310;hsa04520,,NLK,,,,,
NM_000019.3:282,NS_HS_GLIAL_V1.0,ACAT1,mRNA,FALSE,,,Lipid Metabolism,hsa00071;hsa00280;hsa00620;hsa00630;hsa00640;hsa00650,,ACAT1,,,,,
NM_001142298.1:489,NS_HS_GLIAL_V1.0,SQSTM1,mRNA,FALSE,,,Autophagy,hsa04380,,SQSTM1,,,,,
XM_011526628.1:205,NS_HS_GLIAL_V1.0,FCGRT,mRNA,FALSE,,,Astrocyte Markers,,,,,,,,
NM_002518.3:1458,NS_HS_GLIAL_V1.0,NPAS2,mRNA,FALSE,,,Circadian Signaling,hsa04710,,NPAS2,,,,,
NM_001006657.1:1400,NS_HS_GLIAL_V1.0,WDR35,mRNA,FALSE,,,NO Metabolism and Signaling,,,WDR35,,,,,
NM_004544.3:876,NS_HS_GLIAL_V1.0,NDUFA10,mRNA,FALSE,,,Cannabinoid Signaling,hsa00190;hsa04932;hsa05010;hsa05012;hsa05016,,NDUFA10,,,,,
NM_018036.5:1722,NS_HS_GLIAL_V1.0,ATG2B,mRNA,FALSE,,,Autophagy,,,ATG2B,,,,,
NM_000352.4:1760,NS_HS_GLIAL_V1.0,ABCC8,mRNA,FALSE,,,Ion Transport,hsa02010;hsa04911;hsa04930,,ABCC8,,,,,
NM_020660.2:826,NS_HS_GLIAL_V1.0,GJD2,mRNA,FALSE,,,Gap Junctions,hsa04540,,GJD2,,,,,
NM_001007254.1:800,NS_HS_GLIAL_V1.0,ATP6V1C1,mRNA,FALSE,,,Primed Microglia;Phagocytosis;Ion Transport,hsa00190;hsa04145;hsa04721;hsa04966;hsa05110;hsa05120;hsa05323,,ATP6V1C1,,,,,
NM_006329.3:1728,NS_HS_GLIAL_V1.0,FBLN5,mRNA,FALSE,,,A1 Astrocyte,,,FBLN5,,,,,
NM_145005.6:242,NS_HS_GLIAL_V1.0,C9orf72,mRNA,FALSE,,,Cytoskeletal Dynamics;Autophagy,,,C9orf72,,,,,
NM_007355.3:1530,NS_HS_GLIAL_V1.0,HSP90AB1,mRNA,FALSE,,,Proteotoxic Stress;Inflammasome;Cytoskeletal Dynamics,hsa04141;hsa04151;hsa04612;hsa04621;hsa04914;hsa04915;hsa05200;hsa05215,,HSP90AB1,,,,,
